fname,label
5e346f5b841f6f6ef0ea.wav,Oboe
9ff446aee450244805c8.wav,Oboe
fff8d522a89ecc2d7483.wav,Electric_piano
6f7a56763029d3db0394.wav,Snare_drum
52336f8b947cadb35278.wav,Oboe
d63603bee8fddcf79243.wav,Chime
2b0124ca32d3c2970cc7.wav,Squeak
97e148740ad9cd010953.wav,Bass_drum
eab82d06c34e01e75cbd.wav,Applause
8749577890108f85c164.wav,Tearing
3c4dba8a8d13ec19e8da.wav,Burping_or_eructation
5daf806690d13c32bebd.wav,Gong
04454286f29770c1f9a1.wav,Keys_jangling
33186699790bdfd3bd71.wav,Fart
c50f41ab7daef3a911cb.wav,Tearing
ccd8f75cccc40981e4ef.wav,Saxophone
a4d02f08e4fcfd3b1b81.wav,Applause
3843a16f502943dc4dfc.wav,Keys_jangling
85f3982d5dae8b0708c4.wav,Acoustic_guitar
9c3349dec49dc1336e60.wav,Knock
fb946784b825a00ebf26.wav,Telephone
ca73d251d7ea5f2569b5.wav,Harmonica
101bd4c87dba9d176331.wav,Laughter
235fea7864ffda46f942.wav,Squeak
e6c730bb2dc277d1aa4d.wav,Acoustic_guitar
308ad4728b6d2fc671cb.wav,Double_bass
3f3c7007d0fe4fa60814.wav,Oboe
8e9fbc8ebb0796415c78.wav,Gong
880f22f3ffe4ade973f2.wav,Writing
b4e3fb6872935f2c78cd.wav,Bass_drum
af033fd082e22b1d9fd6.wav,Double_bass
4203a00002d5d66745a0.wav,Oboe
83c5ac8f22562329c03e.wav,Gong
1c813c11ac1db5d00ee4.wav,Harmonica
21cc9607a670004b3688.wav,Fart
7623d3c2bda7e93eddb8.wav,Tearing
45f953ecfc9c07ed1659.wav,Fireworks
75adf16f2bb96ba3eb19.wav,Gunshot_or_gunfire
d602e75186dd5acc4033.wav,Hi-hat
69a2e5f75c2f2c7b3e7e.wav,Snare_drum
5cf0e63ca187caa10e5b.wav,Hi-hat
1233e479ff5d5bc1e995.wav,Laughter
9b2de66640b477f82081.wav,Tambourine
b29461bea490b65637bd.wav,Gong
2ff5be2ac8b5c9e3e8a6.wav,Tearing
8c4d36bbed946bcde29c.wav,Applause
a30e4d530bc37f0a1da1.wav,Clarinet
56e985cafe345e1d6068.wav,Clarinet
f325ff30d99514416a8f.wav,Hi-hat
2d108ecbb111414cd5ba.wav,Finger_snapping
153d174b749efb8cc3c9.wav,Squeak
c6a49b8da3c3c93273f9.wav,Telephone
835599cea70b75f8ea2d.wav,Acoustic_guitar
2dafcad077435a8c58e1.wav,Tearing
fa8d430852152d69b807.wav,Acoustic_guitar
c941b18290b8a89d8415.wav,Laughter
1acdebceac476ca82e1c.wav,Gunshot_or_gunfire
335add9a656554d57dc1.wav,Burping_or_eructation
3d33fa8426cc7a53b426.wav,Bass_drum
333b84d9a4d6cd6442af.wav,Finger_snapping
942cb9d744ce60021c7e.wav,Tearing
fbe323cbca0e819efad5.wav,Violin_or_fiddle
683e36a7b46bd7f920ef.wav,Oboe
8637cfb428c39a559782.wav,Bark
7a642bc6f6c6b61f9c60.wav,Flute
1eda2723fe92870b6505.wav,Gong
49d5496f57212db0fba5.wav,Snare_drum
a8b784727fc55ae10a06.wav,Computer_keyboard
1bbb8dd4aa1eb9f976b2.wav,Knock
9e367567603637457fc4.wav,Gong
6fc248b5532be11d7ce6.wav,Snare_drum
7f5268a6787e143eca8b.wav,Acoustic_guitar
a0ef043922f38bbb7fff.wav,Gong
26564f7a9b8faa0c1485.wav,Computer_keyboard
b99f5fef646aa3db4629.wav,Gong
013a2388b87638452c2c.wav,Laughter
6bfc5d0f378699a812b4.wav,Burping_or_eructation
d807d253db32546329ad.wav,Violin_or_fiddle
467a838aa8d533e6e794.wav,Double_bass
2092ae724bfe5c9d378a.wav,Tambourine
7ca987f2623badb94d56.wav,Bass_drum
926c249bf412a11c6383.wav,Snare_drum
259208e2ef2af87ef5a7.wav,Clarinet
fcd8852b79cf28ea1e23.wav,Applause
1173477fffa53399d6b1.wav,Gunshot_or_gunfire
bff555fd333c15d86317.wav,Gong
ae4a0b1f0cde965ec32c.wav,Finger_snapping
f4b5ce03a65d383b734e.wav,Fart
0948f9540fa3629c3135.wav,Oboe
805741ec3b35348dc7d0.wav,Electric_piano
11fbd75b016ae8a6d716.wav,Cough
50f572b8ac9aaf1f5b71.wav,Cello
01bd17e0511e9c0299b5.wav,Snare_drum
f73b926d75258b9bb2d3.wav,Laughter
18e2388c9ec05dd28a83.wav,Applause
dddd01b0959b634928c6.wav,Laughter
3ad05e1217a370145d33.wav,Acoustic_guitar
5c40422bbf486aa82d89.wav,Trumpet
53a78f7b22711c45fd64.wav,Oboe
3597e7442cc7aff61887.wav,Gunshot_or_gunfire
3c4e610c4cedd47de7af.wav,Snare_drum
562f12ea650e135f129b.wav,Squeak
1f6a2639378f001987b8.wav,Saxophone
e1ef1c7269056ffb4542.wav,Shatter
cab11f98525e6bd61b2a.wav,Tearing
5252efbf8cf7b6164677.wav,Oboe
6403a4c115edd8dff8b3.wav,Flute
b860a7776e4d2dac7519.wav,Fireworks
2d7393e0b241d55ae561.wav,Glockenspiel
42c972cf588a86ca59d6.wav,Violin_or_fiddle
1b1120ca5b70932681ac.wav,Fart
a9362352f1476f19e0c7.wav,Telephone
1b4e0e1b0b3b14837ec6.wav,Writing
7b56b3e232d6e0ff1083.wav,Clarinet
ac025b5d2e5a2ee58f48.wav,Bark
f39874ae1c4b6e9eab62.wav,Telephone
2ce2873d4776dcc02805.wav,Flute
4635cd0719aaab9c766f.wav,Fireworks
e4ffee56c559e30de2da.wav,Saxophone
d145a4eb4b40918c6007.wav,Bark
0c92f94975c468ed331d.wav,Fireworks
9e67c6dddaa198c19f3a.wav,Shatter
548c7fc9f99fa1f04e2a.wav,Tearing
98a56605b7196a980536.wav,Scissors
fcf013222c0f81830faf.wav,Hi-hat
bc1ed397319e6efe07f8.wav,Cello
a39c17d4859836597745.wav,Hi-hat
abfe7f8f71ff418b519f.wav,Burping_or_eructation
370d8ef348f6d580a8e2.wav,Scissors
12d6c4c28b7dff54e82b.wav,Microwave_oven
a06fb4d349ab4ef51a3c.wav,Bark
69967c5bf21df7d20841.wav,Tearing
85e47e37322bdf213557.wav,Tearing
09d5e96939bc33cc2c71.wav,Writing
7415069e17c814acc026.wav,Tambourine
9b54ab49cd892008ac77.wav,Gong
7162105f9f513a204bd7.wav,Knock
24fb02a6bbdbd6b48dba.wav,Fart
ca3411dd9fea5374e23d.wav,Harmonica
c46699c0994d433441d8.wav,Oboe
e71aa6f039e96975d165.wav,Clarinet
085606b65f014c8a2113.wav,Acoustic_guitar
e6220d077cae81a83971.wav,Keys_jangling
3e5f63447303b95200d2.wav,Violin_or_fiddle
9e9e1a8d5a3098d796a3.wav,Fart
8c81369703f3559a223c.wav,Double_bass
ae57b57ec24f723dc891.wav,Tearing
0f923532a50c84433ce5.wav,Snare_drum
b77148f2a0bb58a24cf4.wav,Harmonica
71e040fabea0cae50f2f.wav,Clarinet
37b7b2c28264d4814191.wav,Electric_piano
832a733072d2097094f0.wav,Gunshot_or_gunfire
3b6d5742577038f544b8.wav,Violin_or_fiddle
9227f2677689ec6b1133.wav,Clarinet
dde926343b22e9384f13.wav,Flute
6d7aec7fae077c6e7cc6.wav,Fireworks
92dae393624600a778b0.wav,Snare_drum
c1fc5dbe5773a0b53be1.wav,Hi-hat
09303db0401512930e0a.wav,Saxophone
5cc16204dbfc8ea7da44.wav,Cello
53bb2ac5188aa90fa93c.wav,Tearing
bb0a12f29c2ed2c7dd4a.wav,Microwave_oven
6a4cc61f3da6f49516c0.wav,Computer_keyboard
1ef43ab013e603f0c1f5.wav,Cowbell
56c10ec7b16083fefaee.wav,Meow
681ec2beafce10cd54b8.wav,Applause
9d4e18770715e888d215.wav,Fireworks
2a08b6b06f4aad7c086a.wav,Shatter
fe977daa03871a516dd2.wav,Drawer_open_or_close
5692c8f2972748ec4dfc.wav,Applause
70dbefa5632c296bcab8.wav,Flute
5a14913ee2ded795781d.wav,Gong
3cd01913d370029284e1.wav,Saxophone
a927f845f7925c873e2a.wav,Bark
17008c5ff092f7438b4f.wav,Fart
3ecc7b3ca123bc7e71a8.wav,Bark
9a051936fdcb77c42d47.wav,Glockenspiel
5690b30bdd7495cf8342.wav,Double_bass
e2b549ab154c74f204f2.wav,Violin_or_fiddle
383d0b87fdac44e2c7a5.wav,Gong
f8e2a84dc6c3f39e7204.wav,Clarinet
94a9a77c3c030fa4d41b.wav,Telephone
a278b99fdcbe58198ed3.wav,Snare_drum
54f71fe77bf3759f7617.wav,Fireworks
8c164baa2a8f57701120.wav,Gong
45905b63c2179752c7d2.wav,Bark
cc24e537037dd4a67d41.wav,Fart
7dbb3268941f04ebc796.wav,Knock
926e74924177180eb7d6.wav,Fart
2240ebd6fea8dde87eb2.wav,Trumpet
3c3bcfa442635a9758c1.wav,Oboe
18a930e9a6a4dd33c98f.wav,Bass_drum
3bbaa55c9f682d521321.wav,Harmonica
ce334a47bc424d128358.wav,Harmonica
86f503df1bd47f3894f1.wav,Acoustic_guitar
8a87772a644faf0e43da.wav,Snare_drum
b156015b1e20d9269494.wav,Violin_or_fiddle
4be9ea77abf2492f3b84.wav,Meow
20ea11f1dd65aefff73e.wav,Knock
de8d6dfa9bceb91d86eb.wav,Bark
6c247027a04adcfdb65f.wav,Trumpet
8fcd28ab9d875ea5b2f3.wav,Cello
9b0214a9105beb2a7ef2.wav,Hi-hat
a4e4e19e94db8b471fe1.wav,Saxophone
5cb6090c066aafd879b1.wav,Saxophone
0e5333a2fe014c962dea.wav,Bass_drum
6919c71ec3e5095cd056.wav,Bass_drum
4d2b07fc33f8f363e911.wav,Tearing
98ad96f5039a44879e74.wav,Fart
f07de783df2e558a4842.wav,Keys_jangling
d9cf1dda4cbfd4a2398f.wav,Saxophone
e02f0edf4a699be38e75.wav,Double_bass
c3991301d88365bb0c70.wav,Tambourine
1c66d4e42b3305ba03be.wav,Hi-hat
537b684c25fc53873d0f.wav,Trumpet
f87bce509523ded0d162.wav,Violin_or_fiddle
7e3eb6ae8d901433ca80.wav,Writing
5d5814c6bacb3bc982f0.wav,Tearing
f2d4a6822e6765d3464e.wav,Tambourine
0886904c47fd59f922ad.wav,Computer_keyboard
deb60dfa99821e2e7aea.wav,Meow
4d3e3714024604ae0f8b.wav,Oboe
44f26ae9e3038e5ba8ef.wav,Hi-hat
37e2da086ae236215d9e.wav,Cello
aeb8050b2aaa0bebc3b2.wav,Chime
ea30107d975c505a6c9c.wav,Saxophone
a66261a586097d7607cb.wav,Cello
4a67971dd0a19b79b1e5.wav,Shatter
137d88bd8c40063f26b2.wav,Violin_or_fiddle
649513634cc8578c7d39.wav,Snare_drum
4b50bca4eb86584ddff5.wav,Trumpet
fb7eaa3e80df80def4d0.wav,Applause
8b207f3f273c1aa1e1a7.wav,Fart
821f83edfcc8b12ad4d4.wav,Electric_piano
f3c02457a0324ef9cdae.wav,Keys_jangling
55648a40f5660bf30189.wav,Gunshot_or_gunfire
6bfea063a19fade6c620.wav,Keys_jangling
dc1b3ba547cf9bd06de4.wav,Electric_piano
6dd23b2b1e970169998f.wav,Fireworks
5d05f60e407329f7a367.wav,Oboe
92e3655c419cbe6be9a9.wav,Tambourine
44112bd7be05e38d9ea5.wav,Tambourine
952eb388c9698d6a73dc.wav,Finger_snapping
9ee358d4df7338eba509.wav,Bass_drum
77efd94ba4ed533216c6.wav,Shatter
f9fdd9dfc59e53df5671.wav,Applause
0fe459e57a6d84092f9d.wav,Saxophone
2819634868c8186c9295.wav,Cello
77eb867c0b8f0e421a1f.wav,Gong
6dcbc98fbc2d09dbd1a5.wav,Cough
1ae62f6b75e1256990ef.wav,Bass_drum
8e926a793f543b429d44.wav,Knock
6cabf2dd0f42e16e8569.wav,Saxophone
366cb90a84ec03a71dcc.wav,Snare_drum
6490c8660f532de65af4.wav,Flute
35133850e19017e46bcf.wav,Fart
4d40944c274cc277605d.wav,Snare_drum
e0f3ada7c584b1599126.wav,Hi-hat
5fd2e5ffe88032ea10a2.wav,Gong
86338f2700cb034f59b6.wav,Oboe
70ce4889ecc9e689931c.wav,Tearing
2f8f67a3b2e4677e9b9b.wav,Bass_drum
468a7d6b8c4c9c5d94b2.wav,Keys_jangling
f688bafce249578deb22.wav,Gunshot_or_gunfire
6afa6cb310d631d9edee.wav,Snare_drum
61a3f98afeef8fbc20bc.wav,Trumpet
7a7dd4389a84023fb5a5.wav,Scissors
b2a860ae2ce99a6e422e.wav,Finger_snapping
d67149bc22a780591308.wav,Writing
adad982750e9822324eb.wav,Bass_drum
48344be08f9148179d59.wav,Burping_or_eructation
a595b38dc21fbe9fe228.wav,Drawer_open_or_close
88e341bafa5c95f0fed4.wav,Hi-hat
051202cc834512cbe171.wav,Acoustic_guitar
14850d860cd60286d7ab.wav,Gong
3a620181063e286bdc7b.wav,Shatter
947b84ae5acf3c5825b2.wav,Applause
a2014023220a810e0e05.wav,Saxophone
9fad20137f1e6f993611.wav,Cello
9d42690e3f92cc40ddec.wav,Harmonica
18c3c6c2178607ed4943.wav,Acoustic_guitar
7583e0b8afd0d68bf7d1.wav,Squeak
2fdca99c94566a16eb72.wav,Snare_drum
08da8e19bfbb869c3469.wav,Gunshot_or_gunfire
1718dd01df9e12fbebf3.wav,Microwave_oven
4a1413d37d361c96827f.wav,Cough
e421fdd4c8bcc8ad4be0.wav,Saxophone
c283c99baaf26f74387b.wav,Harmonica
4cc8e9b64ced51e18d59.wav,Harmonica
2bfa2a66dc7a2f20b767.wav,Gunshot_or_gunfire
dbc9e13b90eccbe73615.wav,Glockenspiel
2d7b156a7e9d0dd7f997.wav,Applause
fe4294a5074e4acc3c41.wav,Tearing
c230898b948e82465ad8.wav,Writing
b0c63140c72243a5a194.wav,Burping_or_eructation
b0aead98c7b983fccc43.wav,Laughter
385bd18cf8f6b77c4e08.wav,Gong
8375e8c7836611092b3d.wav,Harmonica
ddf7cbc386f3f0c101f9.wav,Saxophone
ec93e2971e66a6b05ed8.wav,Meow
11f3cb70476ef04db5a5.wav,Writing
1b584cece68263f6abdd.wav,Tambourine
25733386b2dc00b85afe.wav,Bark
97a03c5e7c3adb0e5333.wav,Bass_drum
07c8aa56bf4772a7ec5e.wav,Applause
6d7788dbcdf76dc7e8c5.wav,Gong
363d99fc85e08a86698c.wav,Oboe
c8415d34de55081bf253.wav,Shatter
468349ad834878b8798c.wav,Meow
943655020ffa361f4e06.wav,Tambourine
7694dcb002d7f33ac3b4.wav,Violin_or_fiddle
f558d089147baa5428dd.wav,Cough
e9d28bd0891859fb003a.wav,Oboe
57cbd7d84985141583e0.wav,Gong
46cd17b25a6ccaae0ff2.wav,Tearing
d3f9cae990d49bbc587e.wav,Bark
e5d2913ae13672007c5e.wav,Cello
007c5f37ab13c09bed62.wav,Harmonica
1125d339be53e7d0afed.wav,Laughter
eae65a83ec5a54bdb7c6.wav,Microwave_oven
4618f54957d91d250925.wav,Gunshot_or_gunfire
daa5850cf1eed6172ce2.wav,Bass_drum
8c094b7771cad60eab06.wav,Trumpet
81267a252952f574bcb4.wav,Snare_drum
43443ecfa4b5b8b0f36f.wav,Scissors
7304812c797796090f67.wav,Gong
1be4f28ca6d9a618255b.wav,Violin_or_fiddle
acc2b36ac136ea07ab87.wav,Electric_piano
e07aa423003c1a58f962.wav,Writing
54c439c652b8353e1be0.wav,Oboe
be3b28c02921046269de.wav,Gong
7c0b4d2689aecbdf609b.wav,Bass_drum
21714a012d886f25038e.wav,Fireworks
0dedd99cd728cb3bfbdc.wav,Glockenspiel
e366026fbeda4998853d.wav,Knock
e59359fd649f824c4188.wav,Microwave_oven
7dff118573d83816b6a4.wav,Snare_drum
8d91a45efc3e05ba28a3.wav,Snare_drum
17a25529d1d46bb6f894.wav,Violin_or_fiddle
48dae80ad0cca7f25484.wav,Cello
987380e6d9adec772e3d.wav,Bass_drum
6288624e2e33ce778adb.wav,Bark
d56584bba215b786ed8e.wav,Writing
145b759671c1691e1fee.wav,Trumpet
d54aeb4653267714bc22.wav,Bass_drum
d290f651fd200c6cb11d.wav,Oboe
d52fb751a8efd3a35dca.wav,Clarinet
ec54f7e91387ae6e66a7.wav,Writing
6ff78f7dc40828ca13ea.wav,Cough
d1f114ea36211e67a802.wav,Acoustic_guitar
48caaa01a09aafdd1461.wav,Fart
53c4a3fa7c24b9fc2f9b.wav,Telephone
09fa8cc8459e76bf6460.wav,Laughter
819459c88d9283fb947d.wav,Microwave_oven
b227c7db020951216230.wav,Double_bass
d7e0cdd4e522ebbbca29.wav,Oboe
6fc668d5f99ae66839d4.wav,Clarinet
fe9d56060c2b96a81be8.wav,Snare_drum
c612eed00cf6a7f09c32.wav,Gunshot_or_gunfire
a0949d12b3d370c33d5a.wav,Knock
d2e0de6ecfdf85f855ee.wav,Saxophone
06e789b827765c63f4c7.wav,Laughter
fd30809b21c5fee81550.wav,Glockenspiel
c472307236419525f92a.wav,Saxophone
8c16fecd5a3292b3ebbf.wav,Gunshot_or_gunfire
a63e3bc0478b513664ef.wav,Cough
76e04e82dbdebff8c6c5.wav,Gunshot_or_gunfire
c2ccb6326ecc08b06680.wav,Burping_or_eructation
7bf400ee4bfa96a7c7ae.wav,Chime
bd02ceddb68f91cbd20f.wav,Clarinet
6c4af72605354548fe4c.wav,Fireworks
7dba3b908f9d731a5be7.wav,Clarinet
d3aa6233894aac0ff310.wav,Gong
71f1284858901d2d07e1.wav,Fart
43282a6fb1ae0be58975.wav,Clarinet
643a32ce9a1594ca259c.wav,Tearing
e9234125b3b799921a83.wav,Telephone
dc79d4cdb0fe39ea130c.wav,Gong
20d5512100f7f8600d47.wav,Oboe
947aaf1124f5f3ab64b6.wav,Violin_or_fiddle
59e82b5e230674a9c845.wav,Double_bass
80d6c116ba3d3f2186b4.wav,Fart
87c83834cd0ce6d67496.wav,Cello
165a7b258e65aa3d0072.wav,Fart
94cbf9b6c13048d09e46.wav,Applause
6ec38738d80ab424b815.wav,Acoustic_guitar
e7ab51f6d1a6de9c62b1.wav,Bass_drum
2635c793221853fc76d0.wav,Tambourine
9705525bde5b0fa0c5e5.wav,Clarinet
2871bca6c7ccfee94884.wav,Saxophone
4c3126e0eea20fccb507.wav,Bark
18ca142db58e0523a384.wav,Flute
